id,first_name,last_name,bats,throws,weight,height,debut,final_game,birth_year,birth_month,birth_day,birth_city,birth_state,birth_country
5457,Hank,Erickson,R,R,185,73,1935-04-17,1935-09-02,1907,11,11,Chicago,IL,USA
5458,Hal,Erickson,R,R,230,77,1953-04-14,1953-07-10,1919,7,17,Portland,OR,USA
5459,John,Ericks,R,R,220,79,1995-06-24,1997-04-28,1967,9,16,"Tinley Park",IL,USA
5461,Paul,Erickson,R,R,200,74,1941-04-17,1948-07-10,1915,12,14,Zion,IL,USA
5462,Ralph,Erickson,L,L,175,73,1929-09-11,1930-05-31,1902,6,25,"Du Bois",ID,USA
5463,Roger,Erickson,R,R,180,75,1978-04-06,1983-09-26,1956,8,30,Springfield,IL,USA
5464,Scott,Erickson,R,R,220,76,1990-06-25,2006-06-08,1968,2,2,"Long Beach",CA,USA
5466,Cal,Ermer,R,R,175,72,1947-09-26,1947-09-26,1923,11,10,Baltimore,MD,USA
5467,Frank,Ernaga,R,R,195,73,1957-05-24,1958-09-21,1930,8,22,Susanville,CA,USA
5468,Dick,Errickson,L,R,175,73,1938-04-27,1942-09-13,1912,3,5,Vineland,NJ,USA
5469,Carl,Erskine,R,R,165,70,1948-07-25,1959-06-14,1926,12,13,Anderson,IN,USA
5470,Darin,Erstad,L,L,195,74,1996-06-14,2009-10-04,1974,6,4,Jamestown,ND,USA
5472,Tex,Erwin,L,R,185,72,1907-08-26,1914-07-29,1885,12,22,Forney,TX,USA
5473,Nick,Esasky,R,R,200,75,1983-06-19,1990-04-21,1960,2,24,Hialeah,FL,USA
5476,Nino,Escalera,L,L,165,70,1954-04-17,1954-09-25,1929,11,29,Santurce,,P.R.
5478,Chico,Escarrega,R,R,185,71,1982-04-26,1982-09-27,1949,12,27,"Los Mochis",Sinaloa,Mexico
5479,Jim,Eschen,R,R,160,70,1915-07-10,1915-07-29,1891,8,21,Brooklyn,NY,USA
5480,Larry,Eschen,R,R,180,72,1942-06-16,1942-07-17,1920,9,22,Suffern,NY,USA
5482,Alex,Escobar,R,R,185,73,2001-05-08,2006-08-25,1978,9,6,Valencia,Carabobo,Venezuela
5484,Angel,Escobar,B,R,160,72,1988-05-17,1988-05-26,1965,5,12,"La Sabana","La Guaira",Venezuela
5487,Jose,Escobar,R,R,140,70,1991-04-13,1991-05-11,1960,10,30,"La Sabana","La Guaira",Venezuela
5488,Kelvim,Escobar,R,R,205,73,1997-06-29,2009-06-06,1976,4,11,"La Guaira","La Guaira",Venezuela
5492,Vaughn,Eshelman,L,L,205,75,1995-05-02,1997-07-11,1969,5,22,Philadelphia,PA,USA
5493,Jimmy,Esmond,R,R,167,71,1911-04-20,1915-10-03,1889,8,8,Albany,NY,USA
5494,Duke,Esper,,L,185,71,1890-04-18,1898-07-12,1867,7,28,Salem,NJ,USA
5495,Alvaro,Espinoza,R,R,170,72,1984-09-14,1997-07-12,1962,2,19,Valencia,Carabobo,Venezuela
5499,Juan,Espino,R,R,190,73,1982-06-25,1986-10-05,1956,3,16,Bonao,"Monsenor Nouel",D.R.
5500,Nino,Espinosa,R,R,192,73,1974-09-13,1981-09-23,1953,8,15,"Villa Altagracia","San Cristobal",D.R.
5506,Sammy,Esposito,R,R,165,69,1952-09-28,1963-08-23,1931,12,15,Chicago,IL,USA
5507,Cecil,Espy,B,R,195,75,1983-09-02,1993-06-13,1963,1,20,"San Diego",CA,USA
5508,Chuck,Essegian,R,R,200,71,1958-04-15,1963-09-28,1931,8,9,Boston,MA,USA
5509,Mark,Esser,R,L,190,73,1979-04-22,1979-04-29,1956,4,1,Erie,PA,USA
5510,Jim,Essian,R,R,195,74,1973-09-15,1984-09-30,1951,1,2,Detroit,MI,USA
5511,Bill,Essick,,R,175,70,1906-09-12,1907-05-28,1880,12,18,"Grand Ridge",IL,USA
5512,Bobby,Estalella,R,R,180,68,1935-09-07,1949-09-16,1911,4,25,Cardenas,Matanzas,Cuba
5513,Bobby,Estalella,R,R,200,73,1996-09-17,2004-06-06,1974,8,23,Hialeah,FL,USA
5514,Dick,Estelle,B,L,170,74,1964-09-04,1965-10-03,1942,1,18,Lakewood,NJ,USA
5515,Dude,Esterbrook,R,R,167,71,1880-05-01,1891-07-22,1857,6,9,"Staten Island",NY,USA
5516,Shawn,Estes,R,L,185,74,1995-09-16,2008-09-24,1973,2,18,"San Bernardino",CA,USA
5518,George,Estock,R,R,185,72,1951-04-21,1951-09-26,1924,11,2,Stirling,NJ,USA
5519,Chuck,Estrada,R,R,185,73,1960-04-21,1967-06-11,1938,2,15,"San Luis Obispo",CA,USA
5520,Frank,Estrada,R,R,182,68,1971-09-14,1971-09-14,1948,2,12,Navojoa,Sonora,Mexico
5521,Horacio,Estrada,L,L,185,73,1999-05-04,2001-07-21,1975,10,19,"San Joaquin",Carabobo,Venezuela
5523,Johnny,Estrada,B,R,209,71,2001-05-15,2008-07-24,1976,6,27,Hayward,CA,USA
5525,Oscar,Estrada,L,L,160,68,1929-04-21,1929-04-21,1902,2,15,"La Habana","La Habana",Cuba
5527,Leo,Estrella,R,R,185,73,2000-07-18,2004-04-07,1975,2,20,"Puerto Plata","Puerto Plata",D.R.
5528,Andy,Etchebarren,R,R,190,73,1962-09-26,1978-04-20,1943,6,20,Whittier,CA,USA
5529,Buck,Etchison,L,L,190,73,1943-09-22,1944-10-01,1915,1,27,Baltimore,MD,USA
5530,Bobby,Etheridge,R,R,170,69,1967-07-16,1969-10-02,1942,11,25,Greenville,MS,USA
5531,Seth,Etherton,R,R,195,73,2000-05-26,2006-06-03,1976,10,17,"Laguna Beach",CA,USA
5533,Nick,Etten,L,L,198,74,1938-09-08,1947-05-09,1913,9,19,"Spring Grove",IL,USA
5534,Mark,Ettles,R,R,178,72,1993-06-05,1993-07-09,1966,10,30,Perth,"Western Australia",Australia
5535,John,Eubank,R,R,215,74,1905-09-19,1907-08-02,1872,9,9,Servia,IN,USA
5536,Uel,Eubanks,R,R,175,75,1922-07-20,1922-08-25,1903,2,14,Quinlan,TX,USA
5537,Frank,Eufemia,R,R,185,71,1985-05-21,1985-10-01,1959,12,23,Bronx,NY,USA
5538,Ferd,Eunick,R,R,148,66,1917-08-29,1917-08-29,1892,4,22,Baltimore,MD,USA
5539,Tony,Eusebio,R,R,180,74,1991-08-08,2001-10-07,1967,4,27,"Los Llanos","San Pedro de Macoris",D.R.
5540,Frank,Eustace,,,160,69,1896-04-16,1896-06-21,1873,11,7,"New York",NY,USA
5541,,Evans,,,,,1875-06-01,1875-06-01,,,,,,
5542,Al,Evans,R,R,190,71,1939-09-13,1951-08-05,1916,9,28,Kenly,NC,USA
5543,Art,Evans,B,L,181,73,1932-06-20,1932-07-13,1911,8,3,Elvins,MO,USA
5544,Barry,Evans,R,R,180,73,1978-09-04,1982-10-03,1955,11,30,Atlanta,GA,USA
5545,Bart,Evans,R,R,210,74,1998-06-16,1998-08-27,1970,12,30,Springfield,MO,USA
5546,Bill,Evans,R,R,175,72,1916-08-13,1919-06-01,1893,2,10,Reidsville,NC,USA
5547,Bill,Evans,R,R,180,74,1949-04-21,1951-06-21,1919,3,25,Quanah,TX,USA
5549,Chick,Evans,R,R,,,1909-09-19,1910-08-27,1889,10,15,Arlington,VT,USA
5550,Darrell,Evans,L,R,200,74,1969-04-20,1989-10-01,1947,5,26,Pasadena,CA,USA
5552,Dwight,Evans,R,R,180,74,1972-09-16,1991-10-06,1951,11,3,"Santa Monica",CA,USA
5553,Jake,Evans,,R,154,68,1879-05-01,1885-05-19,1856,9,22,Baltimore,MD,USA
5554,Joe,Evans,R,R,160,69,1915-07-03,1925-10-01,1895,5,15,Meridian,MS,USA
5557,Red,Evans,R,R,168,71,1936-04-24,1939-08-27,1906,11,12,Chicago,IL,USA
5558,Roy,Evans,R,R,180,72,1897-05-15,1903-08-04,1874,3,19,Knoxville,TN,USA
5559,Steve,Evans,L,L,175,70,1908-04-16,1915-10-03,1885,2,17,Cleveland,OH,USA
5561,Tom,Evans,R,R,200,73,1997-09-02,2000-05-10,1974,7,9,Kirkland,WA,USA
5563,Adam,Everett,R,R,180,72,2001-08-30,2011-06-26,1977,2,2,Austell,GA,USA
5564,Carl,Everett,B,R,181,72,1993-07-01,2006-07-25,1971,6,3,Tampa,FL,USA
5565,Bill,Everitt,L,R,185,72,1895-04-18,1901-06-24,1868,12,13,"Fort Wayne",IN,USA
5566,Leon,Everitt,L,R,195,73,1969-04-21,1969-05-13,1947,1,12,Marshall,TX,USA
5569,Bryan,Eversgerd,R,L,190,73,1994-04-30,1998-09-26,1969,2,11,Centralia,IL,USA
5570,Hoot,Evers,R,R,180,74,1941-09-16,1956-09-30,1921,2,8,"St. Louis",MO,USA
5571,Johnny,Evers,L,R,125,69,1902-09-01,1929-10-06,1881,7,21,Troy,NY,USA
5572,Joe,Evers,R,R,135,69,1913-04-24,1913-04-24,1891,9,10,Troy,NY,USA
5573,Tom,Evers,,L,135,69,1882-05-25,1884-10-16,1852,3,31,Troy,NY,USA
5574,George,Ewell,,,160,72,1871-06-26,1871-06-26,1850,10,29,Philadelphia,PA,USA
5575,Bob,Ewing,R,R,170,73,1902-04-19,1912-05-13,1873,4,24,"New Hampshire",OH,USA
5576,Buck,Ewing,R,R,188,70,1880-09-09,1897-05-27,1859,10,17,Hoagland,OH,USA
5577,John,Ewing,R,R,168,73,1883-06-18,1891-10-01,1863,6,1,Cincinnati,OH,USA
5578,Reuben,Ewing,R,R,150,64,1921-06-21,1921-06-27,1899,11,30,Odesa,Odesa,Ukriane
5579,Sam,Ewing,L,L,200,75,1973-09-11,1978-10-01,1949,4,9,Lewisburg,TN,USA
5580,Art,Ewoldt,R,R,165,70,1919-09-17,1919-09-27,1894,1,8,Paullina,IA,USA
5582,Scott,Eyre,L,L,160,73,1997-08-01,2009-10-04,1972,5,30,Inglewood,CA,USA
5584,George,Eyrich,R,R,175,71,1943-06-13,1943-08-29,1925,3,3,Reading,PA,USA
5585,Homer,Ezzell,R,R,158,70,1923-04-22,1925-10-02,1896,2,28,Victoria,TX,USA
5586,Jay,Faatz,R,R,196,76,1884-08-22,1890-09-10,1859,10,24,Weedsport,NY,USA
5587,Red,Faber,B,R,180,74,1914-04-17,1933-09-20,1888,9,6,Cascade,IA,USA
5588,Jorge,Fabregas,L,R,205,75,1994-04-24,2002-09-27,1970,3,13,Miami,FL,USA
5589,Bunny,Fabrique,B,R,150,68,1916-10-04,1917-06-20,1887,12,23,Clinton,MI,USA
5590,Roy,Face,R,R,155,68,1953-04-16,1969-08-15,1928,2,20,Stephentown,NY,USA
5592,Lenny,Faedo,R,R,170,72,1980-09-06,1984-04-22,1960,5,13,Tampa,FL,USA
5593,Tony,Faeth,R,R,180,72,1919-08-10,1920-07-27,1893,7,9,Aberdeen,SD,USA
5594,Bill,Fagan,L,L,165,71,1887-09-15,1888-07-20,1865,2,15,Troy,NY,USA
5595,Everett,Fagan,R,R,195,72,1943-04-24,1946-09-23,1918,1,13,Pottersville,NJ,USA
5596,Joe,Fagin,,,,,1895-06-25,1895-06-25,,,,Cincinnati,OH,USA
5597,Bill,Fahey,L,R,200,72,1971-09-26,1983-07-31,1950,6,14,Detroit,MI,USA
5599,Frank,Fahey,B,R,190,73,1918-04-25,1918-06-10,1896,1,22,Milford,MA,USA
5600,Howard,Fahey,R,R,145,67,1912-07-23,1912-09-14,1892,6,24,Medford,MA,USA
5601,Pete,Fahrer,L,R,190,72,1914-08-17,1914-09-06,1890,3,10,Holgate,OH,USA
5602,Jerry,Fahr,R,R,185,77,1951-04-29,1951-07-15,1924,12,9,Marmaduke,AR,USA
5603,Ferris,Fain,L,L,180,71,1947-04-15,1955-09-24,1921,3,29,"San Antonio",TX,USA
5604,Jim,Fairbank,R,R,185,70,1903-09-18,1904-10-08,1881,3,17,Deansboro,NY,USA
5606,Rags,Faircloth,R,R,160,71,1919-05-06,1919-05-15,1892,8,19,Kenton,TN,USA
5608,Jim,Fairey,L,L,190,70,1968-04-14,1973-09-26,1944,9,22,Orangeburg,SC,USA
5609,George,Fair,,,140,67,1876-07-29,1876-07-29,1856,1,13,Boston,MA,USA
5610,Ron,Fairly,L,L,175,70,1958-09-09,1978-09-23,1938,7,12,Macon,GA,USA
5611,Hector,Fajardo,R,R,185,76,1991-08-10,1995-06-18,1970,11,16,Sahuayo,Michihoacan,Mexico
5612,Anton,Falch,,,220,78,1884-09-30,1884-10-10,1860,12,4,Milwaukee,WI,USA
5613,Pete,Falcone,L,L,185,74,1975-04-13,1984-09-17,1953,10,1,Brooklyn,NY,USA
5614,Bibb,Falk,L,L,175,72,1920-07-17,1931-09-23,1899,1,27,Austin,TX,USA
5615,Chet,Falk,L,L,170,74,1925-04-20,1927-06-28,1905,5,15,Austin,TX,USA
5616,Brian,Falkenborg,R,R,235,79,1999-10-01,2008-09-05,1978,1,18,"Newport Beach",CA,USA
5617,Cy,Falkenberg,R,R,180,77,1903-04-21,1917-07-04,1879,12,17,Chicago,IL,USA
5618,Ed,Fallenstein,R,R,180,75,1931-04-16,1933-07-23,1908,12,22,Newark,NJ,USA
5619,Bob,Fallon,L,L,200,75,1984-04-26,1985-06-23,1960,2,18,Bronx,NY,USA
5620,Charlie,Fallon,R,R,,66,1905-06-30,1905-06-30,1881,3,7,"New York",NY,USA
5621,George,Fallon,R,R,155,69,1937-09-27,1945-07-13,1914,7,8,"Jersey City",NJ,USA
5622,Pete,Falsey,L,L,132,66,1914-07-16,1914-08-05,1891,4,24,"New Haven",CT,USA
5624,Steve,Falteisek,R,R,200,74,1997-07-22,1999-05-23,1972,1,28,Mineola,NY,USA
5627,Rikkert,Faneyte,R,R,170,72,1993-08-29,1996-05-29,1969,5,31,Amsterdam,"North Holland",Netherlands
5628,Cliff,Fannin,L,R,170,72,1945-09-02,1952-09-27,1924,5,13,Louisa,KY,USA
5629,Jack,Fanning,R,R,163,69,1889-09-20,1894-09-01,1863,,,"South Orange",NJ,USA
5630,Jim,Fanning,R,R,180,71,1954-09-11,1957-09-29,1927,9,14,Chicago,IL,USA
5631,Harry,Fanok,B,R,180,72,1963-04-16,1964-05-03,1940,5,11,Whippany,NJ,USA
5632,Frank,Fanovich,L,L,180,71,1949-04-25,1953-09-16,1923,1,11,"New York",NY,USA
5633,Stan,Fansler,R,R,180,71,1986-09-06,1986-10-04,1965,2,12,Elkins,WV,USA
5634,Harry,Fanwell,L,R,175,72,1910-07-23,1910-10-01,1886,10,16,Patapsco,MD,USA
5635,Carmen,Fanzone,R,R,200,72,1970-07-21,1974-10-02,1941,8,30,Detroit,MI,USA
5638,Paul,Faries,R,R,165,70,1990-09-06,1993-09-26,1965,2,20,Berkeley,CA,USA
5639,Monty,Fariss,R,R,180,76,1991-09-06,1993-06-01,1967,10,13,Cordell,OK,USA
5640,Bob,Farley,L,L,200,74,1961-04-15,1962-09-26,1937,11,15,Watsontown,PA,USA
5641,Lawrence,Farley,,,,,1884-06-24,1884-07-12,1856,8,,"Seneca Falls",NY,USA
5642,Alex,Farmer,R,R,175,72,1908-09-01,1908-09-29,1877,5,9,"New York",NY,USA
5643,Bill,Farmer,R,R,187,71,1888-05-01,1888-08-24,1864,2,27,Dublin,Dublin,Ireland
5645,Ed,Farmer,R,R,200,77,1971-06-09,1983-10-02,1949,10,18,"Evergreen Park",IL,USA
5646,Howard,Farmer,R,R,185,75,1990-07-02,1990-10-01,1966,11,18,Gary,IN,USA
5647,Jack,Farmer,R,R,180,72,1916-07-08,1918-08-04,1892,7,14,Granville,TN,USA
5649,Mike,Farmer,B,L,193,73,1996-05-04,1996-06-08,1968,7,3,Gary,IN,USA
5651,Kyle,Farnsworth,R,R,230,76,1999-04-29,2014-06-25,1976,4,14,Wichita,KS,USA
5653,Sid,Farrar,,R,185,70,1883-05-01,1890-10-04,1859,8,10,"Paris Hill",ME,USA
5654,,Farrell,,,,,1883-05-03,1883-05-21,,,,,,
5655,Doc,Farrell,R,R,160,68,1925-06-15,1935-05-01,1901,12,26,"Johnson City",NY,USA
5656,Duke,Farrell,B,R,208,73,1888-04-21,1905-06-13,1866,8,31,Oakdale,MA,USA
5657,Jack,Farrell,,,180,,1874-10-27,1882-05-03,1856,1,2,Hartford,CT,USA
5658,Jack,Farrell,R,R,165,69,1879-05-01,1889-06-11,1857,7,5,Newark,NJ,USA
5659,Jack,Farrell,B,R,145,68,1914-04-16,1915-07-17,1892,12,19,Chicago,IL,USA
5660,Joe,Farrell,R,,160,66,1882-05-01,1886-08-29,1857,,,Brooklyn,NY,USA
5661,John,Farrell,R,R,160,70,1901-04-26,1905-04-25,1876,12,4,Covington,KY,USA
5662,John,Farrell,R,R,210,76,1987-08-18,1996-05-22,1962,8,4,"Monmouth Beach",NJ,USA
5663,Kerby,Farrell,L,L,172,71,1943-04-24,1945-09-23,1913,9,3,Leapwood,TN,USA
5665,Turk,Farrell,R,R,215,76,1956-09-21,1969-09-19,1934,4,8,Boston,MA,USA
5667,Jim,Farr,R,R,195,73,1982-09-07,1982-10-03,1956,5,18,Waverly,NY,USA
5668,John,Farrow,L,R,,,1873-04-28,1884-06-14,1853,11,8,Verplanck,NY,USA
5669,Steve,Farr,R,R,198,70,1984-05-16,1994-08-08,1956,12,12,Cheverly,MD,USA
5670,Sal,Fasano,R,R,220,74,1996-04-03,2008-09-14,1971,8,10,Chicago,IL,USA
5671,Jeff,Fassero,L,L,180,73,1991-05-04,2006-05-07,1963,1,5,Springfield,IL,USA
5672,Frederick,Fass,,,,,1887-07-11,1887-07-29,1859,10,30,Milwaukee,WI,USA
5673,Darcy,Fast,L,L,195,75,1968-06-15,1968-08-28,1947,3,10,Dallas,OR,USA
5674,Jack,Faszholz,R,R,205,75,1953-04-25,1953-05-30,1927,4,11,"St. Louis",MO,USA
5676,Bill,Faul,R,R,184,70,1962-09-19,1970-05-31,1940,4,21,Cincinnati,OH,USA
5678,Jim,Faulkner,B,L,190,75,1927-09-15,1930-04-23,1899,7,27,Beatrice,NE,USA
5679,Buck,Fausett,L,R,170,70,1944-04-18,1944-06-10,1908,4,8,Sheridan,AR,USA
5680,Charlie,Faust,R,R,,74,1911-10-07,1911-10-12,1880,10,9,Marion,KS,USA
5681,Joe,Fautsch,R,R,162,70,1916-04-24,1916-04-24,1887,2,28,Minneapolis,MN,USA
5682,Clay,Fauver,B,R,,70,1899-09-07,1899-09-07,1872,8,1,"North Eaton",OH,USA
5683,Ernie,Fazio,R,R,165,67,1962-07-03,1966-10-02,1942,1,25,Oakland,CA,USA
5684,Vern,Fear,B,R,170,72,1952-08-03,1952-09-03,1925,8,21,Everly,IA,USA
5686,Carlos,Febles,R,R,170,71,1998-09-14,2003-08-10,1976,5,24,"El Seibo","El Seibo",D.R.
5688,Al,Federoff,R,R,165,70,1951-09-27,1952-09-28,1924,7,11,Bairdford,PA,USA
5690,Jack,Fee,,R,195,,1889-09-14,1889-10-04,1867,12,23,Carbondale,PA,USA
5691,Dutch,Fehring,B,R,195,72,1934-06-25,1934-06-25,1912,5,31,Columbus,IN,USA
5693,Eddie,Feinberg,B,R,165,69,1938-09-11,1939-05-23,1917,9,29,Philadelphia,PA,USA
5694,Marv,Felderman,R,R,187,73,1942-04-19,1942-09-22,1915,12,20,Bellevue,IA,USA
5695,Mike,Felder,B,R,160,68,1985-09-11,1994-08-11,1961,11,18,Vallejo,CA,USA
5696,Harry,Feldman,R,R,175,72,1941-09-10,1946-04-25,1919,11,10,"New York",NY,USA
5701,Gus,Felix,R,R,180,72,1923-04-18,1927-10-01,1895,5,24,Cincinnati,OH,USA
5702,Harry,Felix,R,R,160,67,1901-10-05,1902-07-24,1875,7,16,Brooklyn,NY,USA
5703,Junior,Felix,B,R,170,72,1989-05-03,1994-08-11,1967,10,3,"Laguna Salada",Valverde,D.R.
5706,Pedro,Feliz,R,R,210,73,2000-09-05,2010-10-03,1975,4,27,Azua,Azua,D.R.
5707,Bob,Feller,R,R,185,72,1936-07-19,1956-09-30,1918,11,3,"Van Meter",IA,USA
5708,Jack,Feller,R,R,185,70,1958-09-13,1958-09-13,1936,12,10,Adrian,MI,USA
5709,Happy,Felsch,R,R,175,71,1915-04-14,1920-09-26,1891,8,22,Milwaukee,WI,USA
5710,John,Felske,R,R,195,75,1968-07-26,1973-09-08,1942,5,30,Chicago,IL,USA
5712,Terry,Felton,R,R,180,73,1979-09-28,1982-09-28,1957,10,29,Texarkana,AR,USA
5713,Frank,Fennelly,R,R,168,68,1884-05-01,1890-06-18,1860,2,18,"Fall River",MA,USA
5714,Horace,Fenner,R,R,165,70,1921-09-09,1921-09-24,1897,7,12,Martin,MI,USA
5715,Bobby,Fenwick,R,R,165,69,1972-04-26,1973-05-08,1946,12,10,Naha,Okinawa,Japan
5716,Stan,Ferens,B,L,170,71,1942-06-10,1946-09-26,1915,3,5,Wendel,PA,USA
5717,Alex,Ferguson,R,R,180,72,1918-08-16,1929-05-18,1897,2,16,Montclair,NJ,USA
5718,Bob,Ferguson,B,R,149,69,1871-05-18,1884-07-01,1845,1,31,Brooklyn,NY,USA
5719,Bob,Ferguson,R,R,180,73,1944-04-29,1944-06-03,1919,4,18,Birmingham,AL,USA
5721,Charlie,Ferguson,B,R,165,72,1884-05-01,1887-10-08,1863,4,17,Charlottesville,VA,USA
5722,Charlie,Ferguson,,R,,71,1901-09-20,1901-09-20,1875,5,10,Meridian,MI,USA
5723,Cecil,Ferguson,R,R,165,70,1906-04-19,1911-07-21,1883,8,27,Ellsworth,IN,USA
5724,Joe,Ferguson,R,R,200,74,1970-09-12,1983-06-17,1946,9,19,"San Francisco",CA,USA
5725,Felix,Fermin,R,R,160,71,1987-07-08,1996-08-07,1963,10,9,Mao,Valverde,D.R.
5727,Ramon,Fermin,R,R,180,75,1995-08-06,1995-08-06,1972,11,25,"San Francisco de Macoris",Duarte,D.R.
5728,Alex,Fernandez,R,R,200,74,1990-08-02,2000-05-18,1969,8,13,"Miami Beach",FL,USA
5729,Chico,Fernandez,R,R,165,72,1956-07-14,1963-09-29,1932,3,2,"La Habana","La Habana",Cuba
5730,Lorencito,Fernandez,R,R,160,70,1968-04-20,1968-09-15,1939,6,23,"La Habana","La Habana",Cuba
5731,Ed,Fernandes,B,R,185,69,1940-06-09,1946-07-07,1918,3,11,Oakland,CA,USA
5732,Frank,Fernandez,R,R,185,72,1967-09-12,1972-05-25,1943,4,16,"Staten Island",NY,USA
5733,Jared,Fernandez,R,R,223,74,2001-09-19,2006-05-11,1972,2,2,"Salt Lake City",UT,USA
5734,Jose,Fernandez,R,R,220,75,1999-07-03,2001-09-29,1974,11,2,"La Vega","La Vega",D.R.
5740,Nanny,Fernandez,R,R,170,69,1942-04-14,1950-07-09,1918,10,25,Wilmington,CA,USA
5741,Osvaldo,Fernandez,R,R,190,74,1996-04-05,2001-08-08,1966,11,4,Holguin,Holguin,Cuba
5742,Sid,Fernandez,L,L,220,73,1983-09-20,1997-04-05,1962,10,12,Honolulu,HI,USA
5743,Tony,Fernandez,B,R,165,74,1983-09-02,2001-10-07,1962,6,30,"San Pedro de Macoris","San Pedro de Macoris",D.R.
5744,Al,Ferrara,R,R,200,73,1963-07-30,1971-09-01,1939,12,22,Brooklyn,NY,USA
5746,Bill,Ferrazzi,R,R,200,74,1935-09-07,1935-09-15,1907,4,19,"West Quincy",MA,USA
5747,Don,Ferrarese,R,L,170,69,1955-04-11,1962-09-22,1929,6,19,Oakland,CA,USA
5748,Mike,Ferraro,R,R,175,71,1966-09-06,1972-10-04,1944,8,18,Kingston,NY,USA
5750,Rick,Ferrell,R,R,160,70,1929-04-19,1947-09-14,1905,10,12,Durham,NC,USA
5751,Sergio,Ferrer,B,R,145,67,1974-04-05,1979-09-28,1951,1,29,Santurce,,P.R.
5752,Tony,Ferreira,L,L,160,73,1985-09-17,1985-10-06,1962,10,4,Riverside,CA,USA
5753,Wes,Ferrell,R,R,195,74,1927-09-09,1941-05-06,1908,2,2,Greensboro,NC,USA
5754,Bob,Ferris,R,R,225,78,1979-09-12,1980-09-30,1955,5,7,Arlington,VA,USA
5755,Dave,Ferriss,L,R,208,74,1945-04-29,1950-04-18,1921,12,5,Shaw,MS,USA
5756,Hobe,Ferris,R,R,162,68,1901-04-26,1909-10-01,1874,12,7,Trowbridge,Wiltshire,"United Kingdom"
5757,Tom,Ferrick,R,R,220,74,1941-04-19,1952-09-28,1915,1,6,"New York",NY,USA
5758,Cy,Ferry,R,R,170,73,1904-05-12,1905-08-04,1878,9,27,Hudson,NY,USA
5759,Jack,Ferry,R,R,175,71,1910-09-04,1913-06-07,1887,4,7,Pittsfield,MA,USA
5760,Alex,Ferson,R,R,165,69,1889-05-04,1892-07-25,1866,7,14,Philadelphia,PA,USA
5763,Lou,Fette,R,R,200,73,1937-04-26,1945-06-22,1907,3,15,Alma,MO,USA
5764,Mike,Fetters,R,R,200,76,1989-09-01,2004-09-16,1964,12,19,"Van Nuys",CA,USA
5765,Willy,Fetzer,L,R,180,70,1906-09-04,1906-09-04,1884,6,24,Concord,NC,USA
5766,Chick,Fewster,R,R,160,71,1917-09-19,1927-05-01,1896,11,10,Baltimore,MD,USA
5768,Neil,Fiala,L,R,185,73,1981-09-03,1981-09-28,1956,8,24,"St. Louis",MO,USA
5770,John,Fick,L,L,150,70,1944-07-29,1944-08-11,1921,5,18,Baltimore,MD,USA
5771,Robert,Fick,L,R,189,73,1998-09-19,2007-09-29,1974,3,15,Torrance,CA,USA
5772,Mark,Fidrych,R,R,175,75,1976-04-20,1980-10-01,1954,8,14,Worcester,MA,USA
5773,Clarence,Fieber,L,L,187,76,1932-05-18,1932-05-26,1913,9,4,"San Francisco",CA,USA
5774,Bruce,Fields,L,R,185,72,1986-09-03,1989-07-14,1960,10,6,Cleveland,OH,USA
5775,Cecil,Fielder,R,R,230,75,1985-07-20,1998-09-13,1963,9,21,"Los Angeles",CA,USA
5777,George,Fields,,,179,65,1872-05-02,1872-08-09,1852,7,26,Waterbury,CT,USA
5778,Jim,Field,,,170,73,1883-06-02,1898-07-21,1863,4,24,Philadelphia,PA,USA
5779,Jocko,Fields,R,R,160,70,1887-05-31,1892-06-11,1864,10,20,Cork,,Ireland
5785,Sam,Field,R,R,182,69,1875-05-19,1876-05-10,1848,10,12,Philadelphia,PA,USA
5788,Lou,Fiene,R,R,175,72,1906-04-21,1909-08-15,1884,12,29,"Fort Dodge",IA,USA
5790,Danny,Fife,R,R,175,75,1973-08-18,1974-04-24,1949,10,5,Harrisburg,IL,USA
5792,Jack,Fifield,R,R,160,71,1897-04-28,1899-10-12,1871,10,5,Enfield,NH,USA
5794,Mike,Figga,R,R,200,72,1997-09-16,1999-10-03,1970,7,31,Tampa,FL,USA
5795,Frank,Figgemeier,,,170,71,1894-09-25,1894-09-25,1873,4,22,"St. Louis",MO,USA
5797,Bien,Figueroa,R,R,170,70,1992-05-17,1992-10-04,1964,2,7,"Santo Domingo","Distrito Nacional",D.R.
5799,Ed,Figueroa,R,R,190,73,1974-04-09,1981-09-27,1948,10,14,Ciales,,P.R.
5800,Jesus,Figueroa,L,L,160,70,1980-04-22,1980-10-05,1957,2,20,"Santo Domingo","Distrito Nacional",D.R.
5801,Luis,Figueroa,B,R,165,69,2001-06-27,2007-06-25,1974,2,16,Bayamon,,P.R.
5802,Nelson,Figueroa,B,R,185,73,2000-06-03,2011-05-09,1974,5,18,Brooklyn,NY,USA
5804,Jeremy,Fikac,R,R,185,74,2001-08-16,2004-06-19,1975,4,8,Shiner,TX,USA
5805,Bob,File,R,R,215,76,2001-04-14,2004-09-30,1977,1,28,Philadelphia,PA,USA
5806,Tom,Filer,R,R,195,73,1982-06-08,1992-08-07,1956,12,1,Philadelphia,PA,USA
5807,Larry,File,R,R,160,71,1940-09-06,1940-09-29,1922,5,18,Chester,PA,USA
